Entry,Majority protein IDs,Fasta headers,Unique peptides R1,Unique peptides R2,Unique peptides R3,Ratio H/L normalized R1,Ratio H/L normalized R2,Ratio H/L normalized R3,Log2FC,Pvalue,FDR
O15381,sp|O15381|NVL_HUMAN,sp|O15381|NVL_HUMAN;Nuclear valosin-containing protein-like OS=Homo sapiens OX=9606 GN=NVL PE=1 SV=1,30,34,33,1.1574,1.3423,1.1439,0.28040208583608195,0.028516509598237545,0.03816576331862417
O15397,sp|O15397|IPO8_HUMAN,sp|O15397|IPO8_HUMAN;Importin-8 OS=Homo sapiens OX=9606 GN=IPO8 PE=1 SV=2,1,3,1,,0.6925,,,,
O15417,sp|O15417|TNC18_HUMAN,sp|O15417|TNC18_HUMAN;Trinucleotide repeat-containing gene 18 protein OS=Homo sapiens OX=9606 GN=TNRC18 PE=1 SV=3,0,0,0,,,,,,
O15541,sp|O15541|R113A_HUMAN,sp|O15541|R113A_HUMAN;E3 ubiquitin-protein ligase RNF113A OS=Homo sapiens OX=9606 GN=RNF113A PE=1 SV=1,2,2,1,,,,,,
O43143,sp|O43143|DHX15_HUMAN,sp|O43143|DHX15_HUMAN;ATP-dependent RNA helicase DHX15 OS=Homo sapiens OX=9606 GN=DHX15 PE=1 SV=2,28,29,27,1.6331,1.6493,1.3881,0.6386145050825532,0.002746041418689345,0.0064047023060076575
O43148,sp|O43148|MCES_HUMAN,sp|O43148|MCES_HUMAN;mRNA cap guanine-N7 methyltransferase OS=Homo sapiens OX=9606 GN=RNMT PE=1 SV=1,4,2,1,5.6811,2.2684,,,,
O43149,sp|O43149|ZZEF1_HUMAN,sp|O43149|ZZEF1_HUMAN;Zinc finger ZZ-type and EF-hand domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ZZEF1 PE=1 SV=6,0,1,0,,,,,,
O43156,sp|O43156|TTI1_HUMAN,sp|O43156|TTI1_HUMAN;TELO2-interacting protein 1 homolog OS=Homo sapiens OX=9606 GN=TTI1 PE=1 SV=3,0,1,0,,,,,,
O43159,sp|O43159|RRP8_HUMAN,sp|O43159|RRP8_HUMAN;Ribosomal RNA-processing protein 8 OS=Homo sapiens OX=9606 GN=RRP8 PE=1 SV=2,9,11,10,2.3099,1.8844,1.777,0.993082551268462,0.0036828853481396576,0.007693574392521326
O43172,sp|O43172|PRP4_HUMAN,sp|O43172|PRP4_HUMAN;U4/U6 small nuclear ribonucleoprotein Prp4 OS=Homo sapiens OX=9606 GN=PRPF4 PE=1 SV=2,14,11,7,1.8521,1.8139,1.479,0.7782085763980877,0.003805148988815974,0.007854360011900027
O43175,sp|O43175|SERA_HUMAN,sp|O43175|SERA_HUMAN;D-3-phosphoglycerate dehydrogenase OS=Homo sapiens OX=9606 GN=PHGDH PE=1 SV=4,7,5,5,0.49328,0.65641,0.6192,-0.762118165179351,0.0011431772335901993,0.0038326594670716266
O43242,sp|O43242|PSMD3_HUMAN,sp|O43242|PSMD3_HUMAN;26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PSMD3 PE=1 SV=2,1,2,2,,,0.7266,,,
O43264,sp|O43264|ZW10_HUMAN,sp|O43264|ZW10_HUMAN;Centromere/kinetochore protein zw10 homolog OS=Homo sapiens OX=9606 GN=ZW10 PE=1 SV=3,2,1,1,,,,,,
O43290,sp|O43290|SNUT1_HUMAN,sp|O43290|SNUT1_HUMAN;U4/U6.U5 tri-snRNP-associated protein 1 OS=Homo sapiens OX=9606 GN=SART1 PE=1 SV=1,35,31,30,3.2201,2.7121,2.6268,1.5124797469196325,0.0005607639187027102,0.002740290421992646
O43324,sp|O43324|MCA3_HUMAN,sp|O43324|MCA3_HUMAN;Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens OX=9606 GN=EEF1E1 PE=1 SV=1,0,0,0,,,,,,
O43390,sp|O43390|HNRPR_HUMAN,sp|O43390|HNRPR_HUMAN;Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR PE=1 SV=1,9,10,6,1.7549,1.8928,1.5403,0.7902159788684561,0.002066022335514714,0.0053384810713299905
O43395,sp|O43395|PRPF3_HUMAN,sp|O43395|PRPF3_HUMAN;U4/U6 small nuclear ribonucleoprotein Prp3 OS=Homo sapiens OX=9606 GN=PRPF3 PE=1 SV=2,31,33,31,1.1217,1.2759,1.1891,0.25769457922375927,0.011857684715326128,0.01832051109616702
O43435,sp|O43435|TBX1_HUMAN,sp|O43435|TBX1_HUMAN;T-box transcription factor TBX1 OS=Homo sapiens OX=9606 GN=TBX1 PE=1 SV=1,1,1,2,,,2.1797,,,
O43482,sp|O43482|MS18B_HUMAN,sp|O43482|MS18B_HUMAN;Protein Mis18-beta OS=Homo sapiens OX=9606 GN=OIP5 PE=1 SV=2,2,2,1,3.5893,3.5891,3.1214,1.7795819178067809,9.848060864251275e-05,
O43491,sp|O43491|E41L2_HUMAN,sp|O43491|E41L2_HUMAN;Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1,3,2,2,0.52234,,0.20322,,,
O43502,sp|O43502|RA51C_HUMAN,sp|O43502|RA51C_HUMAN;DNA repair protein RAD51 homolog 3 OS=Homo sapiens OX=9606 GN=RAD51C PE=1 SV=1,0,0,0,,,,,,
O43592,sp|O43592|XPOT_HUMAN,sp|O43592|XPOT_HUMAN;Exportin-T OS=Homo sapiens OX=9606 GN=XPOT PE=1 SV=2,3,2,2,1.0819,1.1185,0.74173,-0.028101506265824625,0.8800388525901188,0.8888266870667677
O43615,sp|O43615|TIM44_HUMAN,sp|O43615|TIM44_HUMAN;Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens OX=9606 GN=TIMM44 PE=1 SV=2,0,0,0,,,,,,
O43660,sp|O43660|PLRG1_HUMAN,sp|O43660|PLRG1_HUMAN;Pleiotropic regulator 1 OS=Homo sapiens OX=9606 GN=PLRG1 PE=1 SV=1,1,0,0,,,,,,
O43670,sp|O43670|ZN207_HUMAN,sp|O43670|ZN207_HUMAN;BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens OX=9606 GN=ZNF207 PE=1 SV=1,2,0,2,2.3997,,,,,
O43719,sp|O43719|HTSF1_HUMAN,sp|O43719|HTSF1_HUMAN;17S U2 SnRNP complex component HTATSF1 OS=Homo sapiens OX=9606 GN=HTATSF1 PE=1 SV=1,1,0,1,,,,,,
O43747,sp|O43747|AP1G1_HUMAN,sp|O43747|AP1G1_HUMAN;AP-1 complex subunit gamma-1 OS=Homo sapiens OX=9606 GN=AP1G1 PE=1 SV=5,1,2,2,,,0.58176,,,
O43768,sp|O43768|ENSA_HUMAN,sp|O43768|ENSA_HUMAN;Alpha-endosulfine OS=Homo sapiens OX=9606 GN=ENSA PE=1 SV=1,2,1,2,,,,,,
O43776,sp|O43776|SYNC_HUMAN,"sp|O43776|SYNC_HUMAN;Asparagine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=NARS1 PE=1 SV=1",0,0,0,,,,,,
O43795,sp|O43795|MYO1B_HUMAN,sp|O43795|MYO1B_HUMAN;Unconventional myosin-Ib OS=Homo sapiens OX=9606 GN=MYO1B PE=1 SV=3,7,7,7,0.72766,1.1366,0.24522,-0.508075091304494,0.3133849686418889,0.338226460058624
O43809,sp|O43809|CPSF5_HUMAN,sp|O43809|CPSF5_HUMAN;Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens OX=9606 GN=NUDT21 PE=1 SV=1,4,5,5,2.6015,3.2039,3.1037,1.5703171968938006,0.0004533823515211324,0.002343027042897531
O43818,sp|O43818|U3IP2_HUMAN,sp|O43818|U3IP2_HUMAN;U3 small nucleolar RNA-interacting protein 2 OS=Homo sapiens OX=9606 GN=RRP9 PE=1 SV=1,0,2,2,,0.65936,0.68032,,,
O43823,sp|O43823|AKAP8_HUMAN,sp|O43823|AKAP8_HUMAN;A-kinase anchor protein 8 OS=Homo sapiens OX=9606 GN=AKAP8 PE=1 SV=1,2,4,4,1.6104,,0.85037,,,
O43837,sp|O43837|IDH3B_HUMAN,"sp|O43837|IDH3B_HUMAN;Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=IDH3B PE=1 SV=2",2,1,2,0.6792,0.69647,0.57305,-0.6224356875142597,0.0008149466520695351,
O43865,sp|O43865|SAHH2_HUMAN;sp|Q96HN2|SAHH3_HUMAN,sp|O43865|SAHH2_HUMAN;S-adenosylhomocysteine hydrolase-like protein 1 OS=Homo sapiens OX=9606 GN=AHCYL1 PE=1 SV=2;sp|Q96HN2|SAHH3_HUMAN;Adenosylhomocysteinase 3 OS=Homo sapiens OX=9606 GN=AHCYL2 PE=1 SV=1,0,2,4,,,1.5003,,,
Q96HN2,sp|O43865|SAHH2_HUMAN;sp|Q96HN2|SAHH3_HUMAN,sp|O43865|SAHH2_HUMAN;S-adenosylhomocysteine hydrolase-like protein 1 OS=Homo sapiens OX=9606 GN=AHCYL1 PE=1 SV=2;sp|Q96HN2|SAHH3_HUMAN;Adenosylhomocysteinase 3 OS=Homo sapiens OX=9606 GN=AHCYL2 PE=1 SV=1,0,2,4,,,1.5003,,,
O43913,sp|O43913|ORC5_HUMAN,sp|O43913|ORC5_HUMAN;Origin recognition complex subunit 5 OS=Homo sapiens OX=9606 GN=ORC5 PE=1 SV=1,1,1,1,,,,,,
O43929,sp|O43929|ORC4_HUMAN;CON__Q2YDI2,sp|O43929|ORC4_HUMAN;Origin recognition complex subunit 4 OS=Homo sapiens OX=9606 GN=ORC4 PE=1 SV=2;,3,3,3,0.89755,0.83317,0.76087,-0.267895813431159,0.012718412282740423,0.01940654287969875
O60231,sp|O60231|DHX16_HUMAN,sp|O60231|DHX16_HUMAN;Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 OS=Homo sapiens OX=9606 GN=DHX16 PE=1 SV=2,6,6,7,3.3136,1.9657,3.2259,1.5033826605779275,0.013537448189984893,0.020436062512813016
O60244,sp|O60244|MED14_HUMAN,sp|O60244|MED14_HUMAN;Mediator of RNA polymerase II transcription subunit 14 OS=Homo sapiens OX=9606 GN=MED14 PE=1 SV=2,0,0,1,,,,,,
O60256,sp|O60256|KPRB_HUMAN;sp|Q14558|KPRA_HUMAN,sp|O60256|KPRB_HUMAN;Phosphoribosyl pyrophosphate synthase-associated protein 2 OS=Homo sapiens OX=9606 GN=PRPSAP2 PE=1 SV=1;sp|Q14558|KPRA_HUMAN;Phosphoribosyl pyrophosphate synthase-associated protein 1 OS=Homo sapiens OX=9606 GN=PRPSAP1 PE=1 SV=2,0,0,0,,,,,,
Q14558,sp|O60256|KPRB_HUMAN;sp|Q14558|KPRA_HUMAN,sp|O60256|KPRB_HUMAN;Phosphoribosyl pyrophosphate synthase-associated protein 2 OS=Homo sapiens OX=9606 GN=PRPSAP2 PE=1 SV=1;sp|Q14558|KPRA_HUMAN;Phosphoribosyl pyrophosphate synthase-associated protein 1 OS=Homo sapiens OX=9606 GN=PRPSAP1 PE=1 SV=2,0,0,0,,,,,,
O60264,sp|O60264|SMCA5_HUMAN,sp|O60264|SMCA5_HUMAN;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens OX=9606 GN=SMARCA5 PE=1 SV=1,20,15,19,0.7572,0.66535,0.48449,-0.6536273963487131,0.010435534231138932,0.016945775769831112
O60281,sp|O60281|ZN292_HUMAN,sp|O60281|ZN292_HUMAN;Zinc finger protein 292 OS=Homo sapiens OX=9606 GN=ZNF292 PE=1 SV=3,4,2,3,2.5922,,2.0399,,,
O60287,sp|O60287|NPA1P_HUMAN,sp|O60287|NPA1P_HUMAN;Nucleolar pre-ribosomal-associated protein 1 OS=Homo sapiens OX=9606 GN=URB1 PE=1 SV=4,12,12,13,0.81929,0.95111,0.6127,-0.33212300933685945,0.10506487393222291,0.1223452808289701
O60293,sp|O60293|ZC3H1_HUMAN,sp|O60293|ZC3H1_HUMAN;Zinc finger C3H1 domain-containing protein OS=Homo sapiens OX=9606 GN=ZFC3H1 PE=1 SV=3,2,0,1,,,,,,
O60306,sp|O60306|AQR_HUMAN,sp|O60306|AQR_HUMAN;RNA helicase aquarius OS=Homo sapiens OX=9606 GN=AQR PE=1 SV=4,0,0,0,,,,,,
O60313,sp|O60313|OPA1_HUMAN,"sp|O60313|OPA1_HUMAN;Dynamin-like 120 kDa protein, mitochondrial OS=Homo sapiens OX=9606 GN=OPA1 PE=1 SV=3",0,3,3,,1.1101,0.88547,,,
O60315,sp|O60315|ZEB2_HUMAN,sp|O60315|ZEB2_HUMAN;Zinc finger E-box-binding homeobox 2 OS=Homo sapiens OX=9606 GN=ZEB2 PE=1 SV=1,6,3,4,1.4171,1.7502,1.2196,0.548239319575263,0.04050314051127407,0.052424540186438835
O60333,sp|O60333|KIF1B_HUMAN;sp|Q12756|KIF1A_HUMAN,sp|O60333|KIF1B_HUMAN;Kinesin-like protein KIF1B OS=Homo sapiens OX=9606 GN=KIF1B PE=1 SV=5;sp|Q12756|KIF1A_HUMAN;Kinesin-like protein KIF1A OS=Homo sapiens OX=9606 GN=KIF1A PE=1 SV=2,0,0,0,,,,,,
Q12756,sp|O60333|KIF1B_HUMAN;sp|Q12756|KIF1A_HUMAN,sp|O60333|KIF1B_HUMAN;Kinesin-like protein KIF1B OS=Homo sapiens OX=9606 GN=KIF1B PE=1 SV=5;sp|Q12756|KIF1A_HUMAN;Kinesin-like protein KIF1A OS=Homo sapiens OX=9606 GN=KIF1A PE=1 SV=2,0,0,0,,,,,,
O60506,sp|O60506|HNRPQ_HUMAN,sp|O60506|HNRPQ_HUMAN;Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2,9,7,9,3.1022,2.3006,2.87,1.46341320381782,0.0017962078875097699,0.004864009415553583
O60508,sp|O60508|PRP17_HUMAN,sp|O60508|PRP17_HUMAN;Pre-mRNA-processing factor 17 OS=Homo sapiens OX=9606 GN=CDC40 PE=1 SV=1,6,1,1,2.584,,,,,
O60518,sp|O60518|RNBP6_HUMAN,sp|O60518|RNBP6_HUMAN;Ran-binding protein 6 OS=Homo sapiens OX=9606 GN=RANBP6 PE=1 SV=2,1,1,1,,,,,,
P30419,sp|P30419|NMT1_HUMAN;sp|O60551|NMT2_HUMAN,sp|P30419|NMT1_HUMAN;Glycylpeptide N-tetradecanoyltransferase 1 OS=Homo sapiens OX=9606 GN=NMT1 PE=1 SV=2;sp|O60551|NMT2_HUMAN;Glycylpeptide N-tetradecanoyltransferase 2 OS=Homo sapiens OX=9606 GN=NMT2 PE=1 SV=1,0,0,0,,,,,,
O60551,sp|P30419|NMT1_HUMAN;sp|O60551|NMT2_HUMAN,sp|P30419|NMT1_HUMAN;Glycylpeptide N-tetradecanoyltransferase 1 OS=Homo sapiens OX=9606 GN=NMT1 PE=1 SV=2;sp|O60551|NMT2_HUMAN;Glycylpeptide N-tetradecanoyltransferase 2 OS=Homo sapiens OX=9606 GN=NMT2 PE=1 SV=1,0,0,0,,,,,,
O60563,sp|O60563|CCNT1_HUMAN,sp|O60563|CCNT1_HUMAN;Cyclin-T1 OS=Homo sapiens OX=9606 GN=CCNT1 PE=1 SV=1,1,0,2,,,,,,
O60610,sp|O60610|DIAP1_HUMAN,sp|O60610|DIAP1_HUMAN;Protein diaphanous homolog 1 OS=Homo sapiens OX=9606 GN=DIAPH1 PE=1 SV=2,0,1,1,,,,,,
O60678,sp|O60678|ANM3_HUMAN,sp|O60678|ANM3_HUMAN;Protein arginine N-methyltransferase 3 OS=Homo sapiens OX=9606 GN=PRMT3 PE=1 SV=4,0,0,0,,,,,,
O60684,sp|O60684|IMA7_HUMAN,sp|O60684|IMA7_HUMAN;Importin subunit alpha-7 OS=Homo sapiens OX=9606 GN=KPNA6 PE=1 SV=1,1,1,1,0.74033,1.0331,1.1295,-0.04745271686214525,0.7958488056088829,
O60716,sp|O60716|CTND1_HUMAN,sp|O60716|CTND1_HUMAN;Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=1 SV=1,3,3,1,0.9405,0.93311,,,,
O60749,sp|O60749|SNX2_HUMAN,sp|O60749|SNX2_HUMAN;Sorting nexin-2 OS=Homo sapiens OX=9606 GN=SNX2 PE=1 SV=2,0,0,0,,,,,,
O60762,sp|O60762|DPM1_HUMAN,sp|O60762|DPM1_HUMAN;Dolichol-phosphate mannosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=DPM1 PE=1 SV=1,1,2,1,,,,,,
O60763,sp|O60763|USO1_HUMAN,sp|O60763|USO1_HUMAN;General vesicular transport factor p115 OS=Homo sapiens OX=9606 GN=USO1 PE=1 SV=2,0,1,1,,,,,,
Q99879,sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q99880|H2B1L_HUMAN;sp|Q96A08|H2B1A_HUMAN,sp|Q99879|H2B1M_HUMAN;Histone H2B type 1-M OS=Homo sapiens OX=9606 GN=H2BC14 PE=1 SV=3;sp|Q99877|H2B1N_HUMAN;Histone H2B type 1-N OS=Homo sapiens OX=9606 GN=H2BC15 PE=1 SV=3;sp|Q93079|H2B1H_HUMAN;Histone H2B type 1-H OS=Homo sapiens OX=9606 GN=H2BC9 PE=1 S,0,0,0,1.0649,0.93022,0.71312,-0.14760690676118796,0.3963384098958973,
Q99877,sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q99880|H2B1L_HUMAN;sp|Q96A08|H2B1A_HUMAN,sp|Q99879|H2B1M_HUMAN;Histone H2B type 1-M OS=Homo sapiens OX=9606 GN=H2BC14 PE=1 SV=3;sp|Q99877|H2B1N_HUMAN;Histone H2B type 1-N OS=Homo sapiens OX=9606 GN=H2BC15 PE=1 SV=3;sp|Q93079|H2B1H_HUMAN;Histone H2B type 1-H OS=Homo sapiens OX=9606 GN=H2BC9 PE=1 S,0,0,0,1.0649,0.93022,0.71312,-0.14760690676118796,0.3963384098958973,
Q93079,sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q99880|H2B1L_HUMAN;sp|Q96A08|H2B1A_HUMAN,sp|Q99879|H2B1M_HUMAN;Histone H2B type 1-M OS=Homo sapiens OX=9606 GN=H2BC14 PE=1 SV=3;sp|Q99877|H2B1N_HUMAN;Histone H2B type 1-N OS=Homo sapiens OX=9606 GN=H2BC15 PE=1 SV=3;sp|Q93079|H2B1H_HUMAN;Histone H2B type 1-H OS=Homo sapiens OX=9606 GN=H2BC9 PE=1 S,0,0,0,1.0649,0.93022,0.71312,-0.14760690676118796,0.3963384098958973,
Q5QNW6,sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q99880|H2B1L_HUMAN;sp|Q96A08|H2B1A_HUMAN,sp|Q99879|H2B1M_HUMAN;Histone H2B type 1-M OS=Homo sapiens OX=9606 GN=H2BC14 PE=1 SV=3;sp|Q99877|H2B1N_HUMAN;Histone H2B type 1-N OS=Homo sapiens OX=9606 GN=H2BC15 PE=1 SV=3;sp|Q93079|H2B1H_HUMAN;Histone H2B type 1-H OS=Homo sapiens OX=9606 GN=H2BC9 PE=1 S,0,0,0,1.0649,0.93022,0.71312,-0.14760690676118796,0.3963384098958973,
P62807,sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q99880|H2B1L_HUMAN;sp|Q96A08|H2B1A_HUMAN,sp|Q99879|H2B1M_HUMAN;Histone H2B type 1-M OS=Homo sapiens OX=9606 GN=H2BC14 PE=1 SV=3;sp|Q99877|H2B1N_HUMAN;Histone H2B type 1-N OS=Homo sapiens OX=9606 GN=H2BC15 PE=1 SV=3;sp|Q93079|H2B1H_HUMAN;Histone H2B type 1-H OS=Homo sapiens OX=9606 GN=H2BC9 PE=1 S,0,0,0,1.0649,0.93022,0.71312,-0.14760690676118796,0.3963384098958973,
P58876,sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q99880|H2B1L_HUMAN;sp|Q96A08|H2B1A_HUMAN,sp|Q99879|H2B1M_HUMAN;Histone H2B type 1-M OS=Homo sapiens OX=9606 GN=H2BC14 PE=1 SV=3;sp|Q99877|H2B1N_HUMAN;Histone H2B type 1-N OS=Homo sapiens OX=9606 GN=H2BC15 PE=1 SV=3;sp|Q93079|H2B1H_HUMAN;Histone H2B type 1-H OS=Homo sapiens OX=9606 GN=H2BC9 PE=1 S,0,0,0,1.0649,0.93022,0.71312,-0.14760690676118796,0.3963384098958973,
P57053,sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q99880|H2B1L_HUMAN;sp|Q96A08|H2B1A_HUMAN,sp|Q99879|H2B1M_HUMAN;Histone H2B type 1-M OS=Homo sapiens OX=9606 GN=H2BC14 PE=1 SV=3;sp|Q99877|H2B1N_HUMAN;Histone H2B type 1-N OS=Homo sapiens OX=9606 GN=H2BC15 PE=1 SV=3;sp|Q93079|H2B1H_HUMAN;Histone H2B type 1-H OS=Homo sapiens OX=9606 GN=H2BC9 PE=1 S,0,0,0,1.0649,0.93022,0.71312,-0.14760690676118796,0.3963384098958973,
O60814,sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q99880|H2B1L_HUMAN;sp|Q96A08|H2B1A_HUMAN,sp|Q99879|H2B1M_HUMAN;Histone H2B type 1-M OS=Homo sapiens OX=9606 GN=H2BC14 PE=1 SV=3;sp|Q99877|H2B1N_HUMAN;Histone H2B type 1-N OS=Homo sapiens OX=9606 GN=H2BC15 PE=1 SV=3;sp|Q93079|H2B1H_HUMAN;Histone H2B type 1-H OS=Homo sapiens OX=9606 GN=H2BC9 PE=1 S,0,0,0,1.0649,0.93022,0.71312,-0.14760690676118796,0.3963384098958973,
Q99880,sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q99880|H2B1L_HUMAN;sp|Q96A08|H2B1A_HUMAN,sp|Q99879|H2B1M_HUMAN;Histone H2B type 1-M OS=Homo sapiens OX=9606 GN=H2BC14 PE=1 SV=3;sp|Q99877|H2B1N_HUMAN;Histone H2B type 1-N OS=Homo sapiens OX=9606 GN=H2BC15 PE=1 SV=3;sp|Q93079|H2B1H_HUMAN;Histone H2B type 1-H OS=Homo sapiens OX=9606 GN=H2BC9 PE=1 S,0,0,0,1.0649,0.93022,0.71312,-0.14760690676118796,0.3963384098958973,
Q96A08,sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q99880|H2B1L_HUMAN;sp|Q96A08|H2B1A_HUMAN,sp|Q99879|H2B1M_HUMAN;Histone H2B type 1-M OS=Homo sapiens OX=9606 GN=H2BC14 PE=1 SV=3;sp|Q99877|H2B1N_HUMAN;Histone H2B type 1-N OS=Homo sapiens OX=9606 GN=H2BC15 PE=1 SV=3;sp|Q93079|H2B1H_HUMAN;Histone H2B type 1-H OS=Homo sapiens OX=9606 GN=H2BC9 PE=1 S,0,0,0,1.0649,0.93022,0.71312,-0.14760690676118796,0.3963384098958973,
O60828,sp|O60828|PQBP1_HUMAN,sp|O60828|PQBP1_HUMAN;Polyglutamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PQBP1 PE=1 SV=1,1,1,1,,,,,,
O60832,sp|O60832|DKC1_HUMAN,sp|O60832|DKC1_HUMAN;H/ACA ribonucleoprotein complex subunit DKC1 OS=Homo sapiens OX=9606 GN=DKC1 PE=1 SV=3,23,24,21,1.6464,1.4593,1.1173,0.4933057464180588,0.05808092339773783,0.07114410686089685
O60841,sp|O60841|IF2P_HUMAN,sp|O60841|IF2P_HUMAN;Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4,6,5,7,1.0144,1.0867,1.3687,0.20989000723403906,0.2209580228352908,0.24367333359405902
O60869,sp|O60869|EDF1_HUMAN,sp|O60869|EDF1_HUMAN;Endothelial differentiation-related factor 1 OS=Homo sapiens OX=9606 GN=EDF1 PE=1 SV=1,2,2,2,1.7478,1.7116,1.6663,0.7727865414709845,7.2996149468308565e-06,0.0003118072330822978
O60870,sp|O60870|KIN17_HUMAN,sp|O60870|KIN17_HUMAN;DNA/RNA-binding protein KIN17 OS=Homo sapiens OX=9606 GN=KIN PE=1 SV=2,7,5,6,3.5289,3.4287,3.77,1.8382929437569713,1.4196174760303027e-05,0.00035771214214296525
O60885,sp|O60885|BRD4_HUMAN,sp|O60885|BRD4_HUMAN;Bromodomain-containing protein 4 OS=Homo sapiens OX=9606 GN=BRD4 PE=1 SV=2,1,2,2,,1.8914,,,,
O60934,sp|O60934|NBN_HUMAN,sp|O60934|NBN_HUMAN;Nibrin OS=Homo sapiens OX=9606 GN=NBN PE=1 SV=1,1,1,0,,,,,,
O60942,sp|O60942|MCE1_HUMAN,sp|O60942|MCE1_HUMAN;mRNA-capping enzyme OS=Homo sapiens OX=9606 GN=RNGTT PE=1 SV=1,0,0,0,,,,,,
O75027,sp|O75027|ABCB7_HUMAN,"sp|O75027|ABCB7_HUMAN;Iron-sulfur clusters transporter ABCB7, mitochondrial OS=Homo sapiens OX=9606 GN=ABCB7 PE=1 SV=2",0,0,0,,,,,,
