Entry,Majority protein IDs,Fasta headers,Unique peptides R1,Unique peptides R2,Unique peptides R3,Ratio H/L normalized R1,Ratio H/L normalized R2,Ratio H/L normalized R3,Log2FC,Pvalue,FDR
O14647,sp|O14647|CHD2_HUMAN,sp|O14647|CHD2_HUMAN;Chromodomain-helicase-DNA-binding protein 2 OS=Homo sapiens OX=9606 GN=CHD2 PE=1 SV=2,3,2,3,1.0162,0.923,1.5187,0.20493364715141735,0.4557064284561316,0.5817828592036549
O14654,sp|O14654|IRS4_HUMAN,sp|O14654|IRS4_HUMAN;Insulin receptor substrate 4 OS=Homo sapiens OX=9606 GN=IRS4 PE=1 SV=1,6,8,8,0.75015,0.90403,0.82954,-0.272459958958385,0.017940640278573786,0.05878690044686105
O14727,sp|O14727|APAF_HUMAN,sp|O14727|APAF_HUMAN;Apoptotic protease-activating factor 1 OS=Homo sapiens OX=9606 GN=APAF1 PE=1 SV=2,1,0,0,,,,,,
O14735,sp|O14735|CDIPT_HUMAN,sp|O14735|CDIPT_HUMAN;CDP-diacylglycerol--inositol 3-phosphatidyltransferase OS=Homo sapiens OX=9606 GN=CDIPT PE=1 SV=1,2,3,2,1.1281,0.75035,1.0118,-0.05376821278376751,0.7596996734248561,0.833349176957412
O14737,sp|O14737|PDCD5_HUMAN,sp|O14737|PDCD5_HUMAN;Programmed cell death protein 5 OS=Homo sapiens OX=9606 GN=PDCD5 PE=1 SV=3,0,1,1,,,,,,
O14776,sp|O14776|TCRG1_HUMAN,sp|O14776|TCRG1_HUMAN;Transcription elongation regulator 1 OS=Homo sapiens OX=9606 GN=TCERG1 PE=1 SV=2,2,0,2,0.76594,,,,,
O14787,sp|O14787|TNPO2_HUMAN,sp|O14787|TNPO2_HUMAN;Transportin-2 OS=Homo sapiens OX=9606 GN=TNPO2 PE=1 SV=3,0,0,1,,,,,,
O14802,sp|O14802|RPC1_HUMAN,sp|O14802|RPC1_HUMAN;DNA-directed RNA polymerase III subunit RPC1 OS=Homo sapiens OX=9606 GN=POLR3A PE=1 SV=2,1,0,0,,,,,,
O14929,sp|O14929|HAT1_HUMAN,sp|O14929|HAT1_HUMAN;Histone acetyltransferase type B catalytic subunit OS=Homo sapiens OX=9606 GN=HAT1 PE=1 SV=2,3,1,2,0.65009,,,,,
O14976,sp|O14976|GAK_HUMAN,sp|O14976|GAK_HUMAN;Cyclin-G-associated kinase OS=Homo sapiens OX=9606 GN=GAK PE=1 SV=2,1,1,1,,,,,,
O14979,sp|O14979|HNRDL_HUMAN,sp|O14979|HNRDL_HUMAN;Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3,2,3,3,,2.6504,1.9273,,,
O14980,sp|O14980|XPO1_HUMAN,sp|O14980|XPO1_HUMAN;Exportin-1 OS=Homo sapiens OX=9606 GN=XPO1 PE=1 SV=1,24,22,27,0.96576,0.86852,0.71788,-0.2332437233539709,0.10720296791312124,0.1985418194982918
O15042,sp|O15042|SR140_HUMAN,sp|O15042|SR140_HUMAN;U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens OX=9606 GN=U2SURP PE=1 SV=2,21,18,20,1.1696,1.0879,1.1878,0.19966711055914715,0.00844944639490879,0.03765305927254305
O15091,sp|O15091|MRPP3_HUMAN,sp|O15091|MRPP3_HUMAN;Mitochondrial ribonuclease P catalytic subunit OS=Homo sapiens OX=9606 GN=PRORP PE=1 SV=2,1,1,1,,,,,,
O15213,sp|O15213|WDR46_HUMAN,sp|O15213|WDR46_HUMAN;WD repeat-containing protein 46 OS=Homo sapiens OX=9606 GN=WDR46 PE=1 SV=3,12,12,14,1.7063,1.3184,1.5836,0.6192721384601237,0.00942382719692464,0.03997655780879791
O15226,sp|O15226|NKRF_HUMAN,sp|O15226|NKRF_HUMAN;NF-kappa-B-repressing factor OS=Homo sapiens OX=9606 GN=NKRF PE=1 SV=2,22,26,22,0.63758,0.5568,0.82331,-0.572257966424447,0.014258934721867953,0.05098649385395208
O15260,sp|O15260|SURF4_HUMAN,sp|O15260|SURF4_HUMAN;Surfeit locus protein 4 OS=Homo sapiens OX=9606 GN=SURF4 PE=1 SV=3,4,4,4,0.88916,0.83132,1.2083,-0.03466267378227713,0.8493843266477451,0.8880904478620727
O15269,sp|O15269|SPTC1_HUMAN,sp|O15269|SPTC1_HUMAN;Serine palmitoyltransferase 1 OS=Homo sapiens OX=9606 GN=SPTLC1 PE=1 SV=1,1,1,0,,0.72988,,,,
O15347,sp|O15347|HMGB3_HUMAN,sp|O15347|HMGB3_HUMAN;High mobility group protein B3 OS=Homo sapiens OX=9606 GN=HMGB3 PE=1 SV=4,1,1,1,,,,,,
O15355,sp|O15355|PPM1G_HUMAN,sp|O15355|PPM1G_HUMAN;Protein phosphatase 1G OS=Homo sapiens OX=9606 GN=PPM1G PE=1 SV=1,2,4,4,,1.1486,0.65367,,,
O15371,sp|O15371|EIF3D_HUMAN,sp|O15371|EIF3D_HUMAN;Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens OX=9606 GN=EIF3D PE=1 SV=1,8,9,8,1.2366,1.3691,1.1309,0.31676363192896473,0.02351766959429035,0.07089271865027182
O15372,sp|O15372|EIF3H_HUMAN,sp|O15372|EIF3H_HUMAN;Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens OX=9606 GN=EIF3H PE=1 SV=1,2,0,2,,,,,,
O15381,sp|O15381|NVL_HUMAN,sp|O15381|NVL_HUMAN;Nuclear valosin-containing protein-like OS=Homo sapiens OX=9606 GN=NVL PE=1 SV=1,30,36,30,0.79855,0.76034,0.90175,-0.2859288986770875,0.013085861145095815,0.049355805049539465
O15397,sp|O15397|IPO8_HUMAN,sp|O15397|IPO8_HUMAN;Importin-8 OS=Homo sapiens OX=9606 GN=IPO8 PE=1 SV=2,8,4,2,0.70338,0.72474,0.55343,-0.5983331297604743,0.003246940387162109,0.021996017068720015
O15504,sp|O15504|NUP42_HUMAN,sp|O15504|NUP42_HUMAN;Nucleoporin NUP42 OS=Homo sapiens OX=9606 GN=NUP42 PE=1 SV=1,0,1,1,,,,,,
O15541,sp|O15541|R113A_HUMAN,sp|O15541|R113A_HUMAN;E3 ubiquitin-protein ligase RNF113A OS=Homo sapiens OX=9606 GN=RNF113A PE=1 SV=1,4,4,4,1.0955,1.4636,1.0592,0.2703495287331028,0.18583149860243636,0.3003851621244862
O43143,sp|O43143|DHX15_HUMAN,sp|O43143|DHX15_HUMAN;ATP-dependent RNA helicase DHX15 OS=Homo sapiens OX=9606 GN=DHX15 PE=1 SV=2,26,25,29,1.9263,1.602,1.467,0.7356088230453932,0.008160515683208193,0.03665969665711211
O43148,sp|O43148|MCES_HUMAN,sp|O43148|MCES_HUMAN;mRNA cap guanine-N7 methyltransferase OS=Homo sapiens OX=9606 GN=RNMT PE=1 SV=1,3,6,6,1.4391,2.2103,1.6404,0.8182506763510864,0.029795127347105935,0.08231028491207192
O43156,sp|O43156|TTI1_HUMAN,sp|O43156|TTI1_HUMAN;TELO2-interacting protein 1 homolog OS=Homo sapiens OX=9606 GN=TTI1 PE=1 SV=3,1,1,2,,,0.70415,,,
O43159,sp|O43159|RRP8_HUMAN,sp|O43159|RRP8_HUMAN;Ribosomal RNA-processing protein 8 OS=Homo sapiens OX=9606 GN=RRP8 PE=1 SV=2,11,11,9,1.3007,1.256,1.6121,0.47466965916094334,0.025381949692458446,0.07434571080131445
O43172,sp|O43172|PRP4_HUMAN,sp|O43172|PRP4_HUMAN;U4/U6 small nuclear ribonucleoprotein Prp4 OS=Homo sapiens OX=9606 GN=PRPF4 PE=1 SV=2,13,13,13,0.95337,1.4321,1.245,0.2751938306337894,0.20585908955442644,0.3226144784365815
O43175,sp|O43175|SERA_HUMAN,sp|O43175|SERA_HUMAN;D-3-phosphoglycerate dehydrogenase OS=Homo sapiens OX=9606 GN=PHGDH PE=1 SV=4,7,5,13,1.1965,1.2777,0.72715,0.093717913013592,0.7156335841634376,0.8102544315774702
O43242,sp|O43242|PSMD3_HUMAN,sp|O43242|PSMD3_HUMAN;26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PSMD3 PE=1 SV=2,10,7,7,0.78953,0.96684,0.93576,-0.15621442293230856,0.13369382474216818,0.23546076596381857
O43264,sp|O43264|ZW10_HUMAN,sp|O43264|ZW10_HUMAN;Centromere/kinetochore protein zw10 homolog OS=Homo sapiens OX=9606 GN=ZW10 PE=1 SV=3,1,0,1,,,,,,
O43290,sp|O43290|SNUT1_HUMAN,sp|O43290|SNUT1_HUMAN;U4/U6.U5 tri-snRNP-associated protein 1 OS=Homo sapiens OX=9606 GN=SART1 PE=1 SV=1,25,27,26,1.2918,1.5114,1.5321,0.5311693297586841,0.004424191696339074,0.026700835076367727
O43314,sp|O43314|VIP2_HUMAN;sp|Q6PFW1|VIP1_HUMAN,sp|O43314|VIP2_HUMAN;Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 OS=Homo sapiens OX=9606 GN=PPIP5K2 PE=1 SV=3;sp|Q6PFW1|VIP1_HUMAN;Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 OS=Homo sapiens OX=,1,0,1,,,,,,
Q6PFW1,sp|O43314|VIP2_HUMAN;sp|Q6PFW1|VIP1_HUMAN,sp|O43314|VIP2_HUMAN;Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 OS=Homo sapiens OX=9606 GN=PPIP5K2 PE=1 SV=3;sp|Q6PFW1|VIP1_HUMAN;Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 OS=Homo sapiens OX=,1,0,1,,,,,,
O43390,sp|O43390|HNRPR_HUMAN,sp|O43390|HNRPR_HUMAN;Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR PE=1 SV=1,8,7,6,1.4995,1.7277,1.6685,0.7065526541695243,0.0007618514578632172,0.009832645378047147
O43395,sp|O43395|PRPF3_HUMAN,sp|O43395|PRPF3_HUMAN;U4/U6 small nuclear ribonucleoprotein Prp3 OS=Homo sapiens OX=9606 GN=PRPF3 PE=1 SV=2,32,33,32,0.42513,0.49257,0.58196,-1.0003270479427688,0.00038669889403626043,0.006388265729479022
O43435,sp|O43435|TBX1_HUMAN,sp|O43435|TBX1_HUMAN;T-box transcription factor TBX1 OS=Homo sapiens OX=9606 GN=TBX1 PE=1 SV=1,2,1,1,0.22349,,0.67948,,,
O43491,sp|O43491|E41L2_HUMAN,sp|O43491|E41L2_HUMAN;Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1,3,3,2,0.733,0.83351,,,,
O43502,sp|O43502|RA51C_HUMAN,sp|O43502|RA51C_HUMAN;DNA repair protein RAD51 homolog 3 OS=Homo sapiens OX=9606 GN=RAD51C PE=1 SV=1,1,1,2,,,0.60295,,,
O43592,sp|O43592|XPOT_HUMAN,sp|O43592|XPOT_HUMAN;Exportin-T OS=Homo sapiens OX=9606 GN=XPOT PE=1 SV=2,9,8,6,0.8109,0.89412,0.88034,-0.2145973172590764,0.005818972514183025,0.030614466858058458
O43660,sp|O43660|PLRG1_HUMAN,sp|O43660|PLRG1_HUMAN;Pleiotropic regulator 1 OS=Homo sapiens OX=9606 GN=PLRG1 PE=1 SV=1,0,3,2,,1.4962,1.3818,,,
O43665,sp|O43665|RGS10_HUMAN,sp|O43665|RGS10_HUMAN;Regulator of G-protein signaling 10 OS=Homo sapiens OX=9606 GN=RGS10 PE=1 SV=3,0,0,1,,,,,,
O43670,sp|O43670|ZN207_HUMAN,sp|O43670|ZN207_HUMAN;BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens OX=9606 GN=ZNF207 PE=1 SV=1,1,1,2,,,1.2654,,,
O43719,sp|O43719|HTSF1_HUMAN,sp|O43719|HTSF1_HUMAN;17S U2 SnRNP complex component HTATSF1 OS=Homo sapiens OX=9606 GN=HTATSF1 PE=1 SV=1,3,0,3,0.57094,,0.50929,,,
O43747,sp|O43747|AP1G1_HUMAN,sp|O43747|AP1G1_HUMAN;AP-1 complex subunit gamma-1 OS=Homo sapiens OX=9606 GN=AP1G1 PE=1 SV=5,6,4,4,1.0826,1.1641,0.75929,0.002877709140438078,0.9878862283236344,0.9890836661761478
O43768,sp|O43768|ENSA_HUMAN,sp|O43768|ENSA_HUMAN;Alpha-endosulfine OS=Homo sapiens OX=9606 GN=ENSA PE=1 SV=1,4,3,3,1.8157,2.8892,1.0641,0.9433587626778102,0.15631242153219932,0.2645779921835997
O43776,sp|O43776|SYNC_HUMAN,"sp|O43776|SYNC_HUMAN;Asparagine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=NARS1 PE=1 SV=1",1,2,1,,,,,,
O43795,sp|O43795|MYO1B_HUMAN,sp|O43795|MYO1B_HUMAN;Unconventional myosin-Ib OS=Homo sapiens OX=9606 GN=MYO1B PE=1 SV=3,5,4,4,0.73328,0.83795,0.71106,-0.39448038088254156,0.0036211066494772426,0.023091918355078282
O43809,sp|O43809|CPSF5_HUMAN,sp|O43809|CPSF5_HUMAN;Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens OX=9606 GN=NUDT21 PE=1 SV=1,2,3,3,0.55846,0.83651,0.83645,-0.42700041614445744,0.050616657739508235,0.11454618984338027
O43818,sp|O43818|U3IP2_HUMAN,sp|O43818|U3IP2_HUMAN;U3 small nucleolar RNA-interacting protein 2 OS=Homo sapiens OX=9606 GN=RRP9 PE=1 SV=1,2,2,2,1.2253,1.3253,1.2896,0.35621894863527587,0.0006655062969303505,0.009161803354407826
O43823,sp|O43823|AKAP8_HUMAN,sp|O43823|AKAP8_HUMAN;A-kinase anchor protein 8 OS=Homo sapiens OX=9606 GN=AKAP8 PE=1 SV=1,3,3,2,0.34305,0.29048,,,,
O43837,sp|O43837|IDH3B_HUMAN,"sp|O43837|IDH3B_HUMAN;Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=IDH3B PE=1 SV=2",1,1,0,,,,,,
O43865,sp|O43865|SAHH2_HUMAN;sp|Q96HN2|SAHH3_HUMAN,sp|O43865|SAHH2_HUMAN;S-adenosylhomocysteine hydrolase-like protein 1 OS=Homo sapiens OX=9606 GN=AHCYL1 PE=1 SV=2;sp|Q96HN2|SAHH3_HUMAN;Adenosylhomocysteinase 3 OS=Homo sapiens OX=9606 GN=AHCYL2 PE=1 SV=1,1,2,3,,1.5728,1.3059,,,
Q96HN2,sp|O43865|SAHH2_HUMAN;sp|Q96HN2|SAHH3_HUMAN,sp|O43865|SAHH2_HUMAN;S-adenosylhomocysteine hydrolase-like protein 1 OS=Homo sapiens OX=9606 GN=AHCYL1 PE=1 SV=2;sp|Q96HN2|SAHH3_HUMAN;Adenosylhomocysteinase 3 OS=Homo sapiens OX=9606 GN=AHCYL2 PE=1 SV=1,1,2,3,,1.5728,1.3059,,,
O43913,sp|O43913|ORC5_HUMAN,sp|O43913|ORC5_HUMAN;Origin recognition complex subunit 5 OS=Homo sapiens OX=9606 GN=ORC5 PE=1 SV=1,5,5,4,0.81695,0.5578,0.69146,-0.5379756102345256,0.01414494556345298,0.050798804501792
O43929,sp|O43929|ORC4_HUMAN;CON__Q2YDI2,sp|O43929|ORC4_HUMAN;Origin recognition complex subunit 4 OS=Homo sapiens OX=9606 GN=ORC4 PE=1 SV=2;,2,4,1,1.0938,0.96671,,,,
O60231,sp|O60231|DHX16_HUMAN,sp|O60231|DHX16_HUMAN;Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 OS=Homo sapiens OX=9606 GN=DHX16 PE=1 SV=2,7,6,9,1.0489,1.7579,1.2465,0.43413445790933575,0.17184104447712095,0.28218827582127615
O60256,sp|O60256|KPRB_HUMAN,sp|O60256|KPRB_HUMAN;Phosphoribosyl pyrophosphate synthase-associated protein 2 OS=Homo sapiens OX=9606 GN=PRPSAP2 PE=1 SV=1,0,1,0,,,,,,
O60264,sp|O60264|SMCA5_HUMAN,sp|O60264|SMCA5_HUMAN;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens OX=9606 GN=SMARCA5 PE=1 SV=1,22,18,20,1.0331,0.73734,1.0146,-0.10726445237049174,0.4954452926977935,0.6163220056752673
O60281,sp|O60281|ZN292_HUMAN,sp|O60281|ZN292_HUMAN;Zinc finger protein 292 OS=Homo sapiens OX=9606 GN=ZNF292 PE=1 SV=3,0,3,1,,1.4322,,,,
O60287,sp|O60287|NPA1P_HUMAN,sp|O60287|NPA1P_HUMAN;Nucleolar pre-ribosomal-associated protein 1 OS=Homo sapiens OX=9606 GN=URB1 PE=1 SV=4,15,16,11,0.9147,0.66065,1.0255,-0.20597930424548225,0.2854200979168794,0.40017465238240957
O60306,sp|O60306|AQR_HUMAN,sp|O60306|AQR_HUMAN;RNA helicase aquarius OS=Homo sapiens OX=9606 GN=AQR PE=1 SV=4,1,1,1,,,,,,
O60313,sp|O60313|OPA1_HUMAN,"sp|O60313|OPA1_HUMAN;Dynamin-like 120 kDa protein, mitochondrial OS=Homo sapiens OX=9606 GN=OPA1 PE=1 SV=3",1,0,0,,,,,,
O60315,sp|O60315|ZEB2_HUMAN,sp|O60315|ZEB2_HUMAN;Zinc finger E-box-binding homeobox 2 OS=Homo sapiens OX=9606 GN=ZEB2 PE=1 SV=1,1,1,3,,,0.85042,,,
O60343,sp|O60343|TBCD4_HUMAN,sp|O60343|TBCD4_HUMAN;TBC1 domain family member 4 OS=Homo sapiens OX=9606 GN=TBC1D4 PE=1 SV=2,1,1,0,,,,,,
O60506,sp|O60506|HNRPQ_HUMAN,sp|O60506|HNRPQ_HUMAN;Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2,4,6,4,1.4383,1.8497,1.7755,0.7551724508195179,0.005567063654706815,0.03005486652802503
O60508,sp|O60508|PRP17_HUMAN,sp|O60508|PRP17_HUMAN;Pre-mRNA-processing factor 17 OS=Homo sapiens OX=9606 GN=CDC40 PE=1 SV=1,7,8,6,2.192,1.8354,1.5176,0.8862249596658291,0.012108356063815103,0.047176896739204124
O60518,sp|O60518|RNBP6_HUMAN,sp|O60518|RNBP6_HUMAN;Ran-binding protein 6 OS=Homo sapiens OX=9606 GN=RANBP6 PE=1 SV=2,1,1,0,0.98542,,,,,
O60563,sp|O60563|CCNT1_HUMAN,sp|O60563|CCNT1_HUMAN;Cyclin-T1 OS=Homo sapiens OX=9606 GN=CCNT1 PE=1 SV=1,4,5,5,1.0261,1.1166,0.30992,-0.29063877542053207,0.5140634337148877,0.6347031334058255
O60610,sp|O60610|DIAP1_HUMAN,sp|O60610|DIAP1_HUMAN;Protein diaphanous homolog 1 OS=Homo sapiens OX=9606 GN=DIAPH1 PE=1 SV=2,0,1,1,,,,,,
O60684,sp|O60684|IMA7_HUMAN;sp|O15131|IMA6_HUMAN,sp|O60684|IMA7_HUMAN;Importin subunit alpha-7 OS=Homo sapiens OX=9606 GN=KPNA6 PE=1 SV=1;sp|O15131|IMA6_HUMAN;Importin subunit alpha-6 OS=Homo sapiens OX=9606 GN=KPNA5 PE=1 SV=3,4,3,3,1.2484,0.97709,0.78141,0.003314388506677012,0.9872603996281726,0.9890836661761478
O15131,sp|O60684|IMA7_HUMAN;sp|O15131|IMA6_HUMAN,sp|O60684|IMA7_HUMAN;Importin subunit alpha-7 OS=Homo sapiens OX=9606 GN=KPNA6 PE=1 SV=1;sp|O15131|IMA6_HUMAN;Importin subunit alpha-6 OS=Homo sapiens OX=9606 GN=KPNA5 PE=1 SV=3,4,3,3,1.2484,0.97709,0.78141,0.003314388506677012,0.9872603996281726,0.9890836661761478
O60716,sp|O60716|CTND1_HUMAN,sp|O60716|CTND1_HUMAN;Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=1 SV=1,3,2,2,0.87301,1.0116,0.96045,-0.07650342260417094,0.270878460979161,0.38576829098066723
O60749,sp|O60749|SNX2_HUMAN;sp|Q13596|SNX1_HUMAN,sp|O60749|SNX2_HUMAN;Sorting nexin-2 OS=Homo sapiens OX=9606 GN=SNX2 PE=1 SV=2;sp|Q13596|SNX1_HUMAN;Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=3,0,1,0,,,,,,
Q13596,sp|O60749|SNX2_HUMAN;sp|Q13596|SNX1_HUMAN,sp|O60749|SNX2_HUMAN;Sorting nexin-2 OS=Homo sapiens OX=9606 GN=SNX2 PE=1 SV=2;sp|Q13596|SNX1_HUMAN;Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=3,0,1,0,,,,,,
O60762,sp|O60762|DPM1_HUMAN,sp|O60762|DPM1_HUMAN;Dolichol-phosphate mannosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=DPM1 PE=1 SV=1,1,2,0,,0.81871,,,,
O60763,sp|O60763|USO1_HUMAN,sp|O60763|USO1_HUMAN;General vesicular transport factor p115 OS=Homo sapiens OX=9606 GN=USO1 PE=1 SV=2,1,1,1,,,,,,
Q99879,sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q99880|H2B1L_HUMAN,sp|Q99879|H2B1M_HUMAN;Histone H2B type 1-M OS=Homo sapiens OX=9606 GN=H2BC14 PE=1 SV=3;sp|Q99877|H2B1N_HUMAN;Histone H2B type 1-N OS=Homo sapiens OX=9606 GN=H2BC15 PE=1 SV=3;sp|Q93079|H2B1H_HUMAN;Histone H2B type 1-H OS=Homo sapiens OX=9606 GN=H2BC9 PE=1 S,1,2,2,3.1674,2.3592,1.8318,1.2944296021093282,0.020110176269156784,
Q99877,sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q99880|H2B1L_HUMAN,sp|Q99879|H2B1M_HUMAN;Histone H2B type 1-M OS=Homo sapiens OX=9606 GN=H2BC14 PE=1 SV=3;sp|Q99877|H2B1N_HUMAN;Histone H2B type 1-N OS=Homo sapiens OX=9606 GN=H2BC15 PE=1 SV=3;sp|Q93079|H2B1H_HUMAN;Histone H2B type 1-H OS=Homo sapiens OX=9606 GN=H2BC9 PE=1 S,1,2,2,3.1674,2.3592,1.8318,1.2944296021093282,0.020110176269156784,
Q93079,sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q99880|H2B1L_HUMAN,sp|Q99879|H2B1M_HUMAN;Histone H2B type 1-M OS=Homo sapiens OX=9606 GN=H2BC14 PE=1 SV=3;sp|Q99877|H2B1N_HUMAN;Histone H2B type 1-N OS=Homo sapiens OX=9606 GN=H2BC15 PE=1 SV=3;sp|Q93079|H2B1H_HUMAN;Histone H2B type 1-H OS=Homo sapiens OX=9606 GN=H2BC9 PE=1 S,1,2,2,3.1674,2.3592,1.8318,1.2944296021093282,0.020110176269156784,
Q5QNW6,sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q99880|H2B1L_HUMAN,sp|Q99879|H2B1M_HUMAN;Histone H2B type 1-M OS=Homo sapiens OX=9606 GN=H2BC14 PE=1 SV=3;sp|Q99877|H2B1N_HUMAN;Histone H2B type 1-N OS=Homo sapiens OX=9606 GN=H2BC15 PE=1 SV=3;sp|Q93079|H2B1H_HUMAN;Histone H2B type 1-H OS=Homo sapiens OX=9606 GN=H2BC9 PE=1 S,1,2,2,3.1674,2.3592,1.8318,1.2944296021093282,0.020110176269156784,
P62807,sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q99880|H2B1L_HUMAN,sp|Q99879|H2B1M_HUMAN;Histone H2B type 1-M OS=Homo sapiens OX=9606 GN=H2BC14 PE=1 SV=3;sp|Q99877|H2B1N_HUMAN;Histone H2B type 1-N OS=Homo sapiens OX=9606 GN=H2BC15 PE=1 SV=3;sp|Q93079|H2B1H_HUMAN;Histone H2B type 1-H OS=Homo sapiens OX=9606 GN=H2BC9 PE=1 S,1,2,2,3.1674,2.3592,1.8318,1.2944296021093282,0.020110176269156784,
P58876,sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q99880|H2B1L_HUMAN,sp|Q99879|H2B1M_HUMAN;Histone H2B type 1-M OS=Homo sapiens OX=9606 GN=H2BC14 PE=1 SV=3;sp|Q99877|H2B1N_HUMAN;Histone H2B type 1-N OS=Homo sapiens OX=9606 GN=H2BC15 PE=1 SV=3;sp|Q93079|H2B1H_HUMAN;Histone H2B type 1-H OS=Homo sapiens OX=9606 GN=H2BC9 PE=1 S,1,2,2,3.1674,2.3592,1.8318,1.2944296021093282,0.020110176269156784,
P57053,sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q99880|H2B1L_HUMAN,sp|Q99879|H2B1M_HUMAN;Histone H2B type 1-M OS=Homo sapiens OX=9606 GN=H2BC14 PE=1 SV=3;sp|Q99877|H2B1N_HUMAN;Histone H2B type 1-N OS=Homo sapiens OX=9606 GN=H2BC15 PE=1 SV=3;sp|Q93079|H2B1H_HUMAN;Histone H2B type 1-H OS=Homo sapiens OX=9606 GN=H2BC9 PE=1 S,1,2,2,3.1674,2.3592,1.8318,1.2944296021093282,0.020110176269156784,
